IE_ID;IP_PROP5562
721307;23.10.2019 09:56:49
721348;23.10.2019 12:27:50
721411;23.10.2019 16:02:21
721415;23.10.2019 16:55:16
722012;26.10.2019 04:54:57
722496;29.10.2019 07:39:25
722812;30.10.2019 11:48:27
722822;30.10.2019 12:13:36
716841;26.09.2019 12:09:18
716903;26.09.2019 17:38:10
716924;26.09.2019 22:34:02
716925;26.09.2019 23:53:35
716971;27.09.2019 08:41:49
716988;27.09.2019 10:46:24
716996;27.09.2019 11:43:05
717004;27.09.2019 12:26:08
717010;27.09.2019 12:59:06
717022;27.09.2019 14:55:42
706870;17.09.2019 04:59:47
720482;18.10.2019 13:23:17
720691;19.10.2019 18:06:29
720733;20.10.2019 11:30:50
720756;20.10.2019 22:43:34
720825;21.10.2019 10:54:33
720906;21.10.2019 15:15:03
720913;21.10.2019 15:33:08
720922;21.10.2019 16:25:17
720964;21.10.2019 20:30:28
720999;22.10.2019 05:59:24
721021;22.10.2019 09:58:13
721026;22.10.2019 10:18:21
721072;22.10.2019 14:38:18
706697;16.09.2019 07:48:47
707100;18.09.2019 10:47:53
722170;28.10.2019 07:24:56
716847;26.09.2019 12:32:37
716869;26.09.2019 13:40:15
716878;26.09.2019 15:15:08
718244;06.10.2019 22:27:25
718250;07.10.2019 01:18:42
718283;07.10.2019 09:28:40
718949;11.10.2019 12:02:05
718995;11.10.2019 16:17:05
716893;26.09.2019 16:47:53
718194;06.10.2019 08:17:38
718211;06.10.2019 13:03:35
717047;27.09.2019 16:55:49
717048;27.09.2019 16:57:43
717063;27.09.2019 23:29:06
717075;28.09.2019 02:44:30
717103;28.09.2019 11:48:20
720570;18.10.2019 15:44:39
717256;30.09.2019 11:40:53
717268;30.09.2019 13:06:21
717286;30.09.2019 14:06:13
717292;30.09.2019 14:44:00
717302;30.09.2019 15:43:24
717313;30.09.2019 16:37:52
717323;30.09.2019 17:53:17
717354;01.10.2019 00:21:03
717394;01.10.2019 07:26:34
717433;01.10.2019 09:57:05
717444;01.10.2019 10:31:25
717458;01.10.2019 11:12:52
717479;01.10.2019 12:56:15
717493;01.10.2019 13:15:52
717534;01.10.2019 16:44:52
717573;01.10.2019 17:55:07
720574;18.10.2019 15:47:26
720585;18.10.2019 16:06:49
720618;18.10.2019 20:45:57
720638;19.10.2019 07:07:41
720655;19.10.2019 12:11:00
720674;19.10.2019 14:55:42
721152;22.10.2019 17:39:33
721248;22.10.2019 20:56:21
721250;22.10.2019 21:06:11
721251;22.10.2019 21:44:49
706291;11.09.2019 08:24:43
706560;13.09.2019 19:53:37
706674;15.09.2019 19:55:51
706677;15.09.2019 21:51:39
706684;16.09.2019 01:58:55
706752;16.09.2019 11:59:29
706754;16.09.2019 12:06:50
706786;16.09.2019 14:57:32
706796;16.09.2019 15:15:04
706802;16.09.2019 15:47:41
706814;16.09.2019 16:16:22
706939;17.09.2019 11:43:54
722011;26.10.2019 04:28:48
722342;28.10.2019 15:09:03
722556;29.10.2019 13:30:29
720917;21.10.2019 16:00:10
721301;23.10.2019 09:29:59
705526;02.09.2019 18:47:31
721244;22.10.2019 19:45:59
721299;23.10.2019 09:24:18
721327;23.10.2019 10:48:07
721377;23.10.2019 14:48:13
706573;14.09.2019 08:50:29
706595;14.09.2019 12:48:18
706872;17.09.2019 05:45:53
706876;17.09.2019 07:50:03
707013;17.09.2019 18:24:53
707122;18.09.2019 12:17:47
707133;18.09.2019 13:00:06
716298;23.09.2019 15:34:45
716402;24.09.2019 06:15:38
716427;24.09.2019 09:36:59
716497;24.09.2019 15:43:22
716506;24.09.2019 16:13:29
716518;24.09.2019 17:07:09
716535;24.09.2019 18:08:45
716542;24.09.2019 18:30:51
721270;23.10.2019 04:38:08
721370;23.10.2019 14:29:48
721524;24.10.2019 07:30:42
721613;24.10.2019 14:00:11
721717;24.10.2019 20:54:55
721966;25.10.2019 18:46:47
722044;26.10.2019 14:49:17
722055;26.10.2019 18:02:38
722066;26.10.2019 22:36:28
722103;27.10.2019 12:04:34
723117;31.10.2019 15:34:14
718306;07.10.2019 11:48:48
718307;07.10.2019 11:52:15
718522;08.10.2019 21:35:43
723070;31.10.2019 11:46:54
723120;31.10.2019 15:37:11
723130;31.10.2019 15:51:10
723138;31.10.2019 16:13:47
723143;31.10.2019 16:35:32
723144;31.10.2019 16:38:04
723154;31.10.2019 18:32:19
723156;31.10.2019 18:59:36
723157;31.10.2019 19:00:48
723161;31.10.2019 20:00:29
723163;31.10.2019 20:56:32
706903;17.09.2019 10:07:33
723524;03.11.2019 20:05:53
723620;04.11.2019 23:18:14
723644;05.11.2019 07:46:59
723647;05.11.2019 08:22:00
707811;21.09.2019 09:07:43
716448;24.09.2019 11:27:45
716472;24.09.2019 13:15:57
716774;26.09.2019 02:38:17
718362;07.10.2019 17:20:01
719219;14.10.2019 09:16:14
706895;17.09.2019 09:21:57
706006;07.09.2019 12:33:16
706489;13.09.2019 14:17:58
716721;25.09.2019 15:53:09
716857;26.09.2019 13:12:08
716927;27.09.2019 00:31:37
716957;27.09.2019 07:55:51
717204;30.09.2019 02:13:49
717219;30.09.2019 06:09:34
717271;30.09.2019 13:38:03
717340;30.09.2019 21:15:09
717398;01.10.2019 08:23:33
717491;01.10.2019 13:14:22
717513;01.10.2019 15:04:21
717798;02.10.2019 20:52:36
717833;03.10.2019 08:31:08
721247;22.10.2019 20:22:14
721681;24.10.2019 16:55:49
705937;06.09.2019 15:36:48
723402;01.11.2019 20:10:41
721533;24.10.2019 08:49:21
721601;24.10.2019 13:35:56
721604;24.10.2019 13:41:51
721364;23.10.2019 14:23:06
716246;23.09.2019 13:19:25
716257;23.09.2019 13:39:02
716366;24.09.2019 01:25:11
716492;24.09.2019 14:58:03
716628;25.09.2019 10:09:05
716631;25.09.2019 10:13:36
716643;25.09.2019 11:04:50
716673;25.09.2019 12:49:37
716692;25.09.2019 13:37:00
716866;26.09.2019 13:30:26
716926;27.09.2019 00:08:49
716961;27.09.2019 08:28:46
716977;27.09.2019 09:16:50
721526;24.10.2019 07:57:45
721561;24.10.2019 10:43:28
721585;24.10.2019 12:21:48
721634;24.10.2019 14:20:27
722858;30.10.2019 16:03:10
722875;30.10.2019 17:27:43
722877;30.10.2019 17:36:46
722887;30.10.2019 20:49:29
705187;29.08.2019 17:28:43
705185;29.08.2019 17:28:20
706907;17.09.2019 10:19:47
706910;17.09.2019 10:27:11
719924;15.10.2019 16:03:34
706488;13.09.2019 14:17:30
718038;04.10.2019 14:35:51
718300;07.10.2019 11:26:58
718319;07.10.2019 13:24:23
718366;07.10.2019 18:04:53
718411;08.10.2019 06:00:05
718441;08.10.2019 09:44:17
718451;08.10.2019 10:36:19
718507;08.10.2019 17:13:40
718609;09.10.2019 13:21:41
718650;09.10.2019 15:26:52
718685;09.10.2019 19:10:15
718753;10.10.2019 11:11:49
718793;10.10.2019 14:28:24
718819;10.10.2019 15:59:22
718983;11.10.2019 15:42:45
719050;12.10.2019 10:42:26
719115;13.10.2019 12:17:19
719156;13.10.2019 17:22:55
719181;13.10.2019 20:53:44
719202;14.10.2019 07:40:42
716773;26.09.2019 01:38:02
721944;25.10.2019 16:10:21
721948;25.10.2019 16:38:48
722130;27.10.2019 20:12:45
722500;29.10.2019 08:40:50
722502;29.10.2019 08:44:16
706904;17.09.2019 10:10:10
720907;21.10.2019 15:19:55
721600;24.10.2019 13:34:29
705646;03.09.2019 16:23:53
722882;30.10.2019 18:36:27
721496;24.10.2019 01:43:05
721596;24.10.2019 13:06:52
721612;24.10.2019 13:59:12
721668;24.10.2019 16:09:05
721679;24.10.2019 16:47:44
721703;24.10.2019 18:35:26
722866;30.10.2019 16:35:47
724320;06.11.2019 21:59:36
722120;27.10.2019 16:47:49
723605;04.11.2019 19:48:18
717051;27.09.2019 17:37:52
717114;28.09.2019 14:30:38
717235;30.09.2019 08:49:23
717260;30.09.2019 12:09:31
717300;30.09.2019 15:32:08
717301;30.09.2019 15:36:37
717338;30.09.2019 20:58:24
717345;30.09.2019 21:39:06
717353;01.10.2019 00:16:52
717421;01.10.2019 09:12:06
717478;01.10.2019 12:54:07
717484;01.10.2019 13:12:21
717601;01.10.2019 19:02:09
717602;01.10.2019 19:03:46
717741;02.10.2019 15:07:43
717760;02.10.2019 16:22:22
721657;24.10.2019 15:03:17
721680;24.10.2019 16:52:04
721683;24.10.2019 16:58:08
721688;24.10.2019 17:57:31
721707;24.10.2019 19:13:55
721709;24.10.2019 19:43:41
721711;24.10.2019 19:57:17
719928;15.10.2019 16:36:07
723544;04.11.2019 08:15:53
721272;23.10.2019 05:36:05
720740;20.10.2019 14:48:02
720760;20.10.2019 23:53:20
720815;21.10.2019 10:11:59
720824;21.10.2019 10:48:31
720990;22.10.2019 04:03:18
721027;22.10.2019 10:22:12
723105;31.10.2019 15:15:42
706210;10.09.2019 11:08:22
706005;07.09.2019 12:32:57
706133;09.09.2019 15:45:36
706137;09.09.2019 16:20:11
709716;23.09.2019 12:29:19
716261;23.09.2019 14:07:20
716282;23.09.2019 14:53:50
722299;28.10.2019 12:55:40
722320;28.10.2019 13:43:23
717841;03.10.2019 09:26:11
717855;03.10.2019 10:31:55
717887;03.10.2019 13:50:56
717897;03.10.2019 14:13:46
717934;03.10.2019 18:29:59
717935;03.10.2019 18:45:04
717940;03.10.2019 22:04:53
717964;04.10.2019 07:57:49
718015;04.10.2019 13:03:41
718426;08.10.2019 08:34:24
718611;09.10.2019 13:38:53
718631;09.10.2019 14:29:53
718653;09.10.2019 15:43:09
718667;09.10.2019 17:23:15
718673;09.10.2019 17:50:59
718697;09.10.2019 20:20:59
718811;10.10.2019 15:34:48
718815;10.10.2019 15:49:50
718818;10.10.2019 15:59:10
718829;10.10.2019 16:29:00
723493;03.11.2019 06:17:21
719933;15.10.2019 16:57:18
707176;18.09.2019 16:25:02
707184;18.09.2019 17:21:46
707188;18.09.2019 18:21:29
707265;19.09.2019 10:18:28
707581;19.09.2019 14:53:32
707622;19.09.2019 17:09:40
707691;20.09.2019 09:12:49
707816;21.09.2019 11:28:45
707856;22.09.2019 01:20:42
719487;14.10.2019 20:35:37
719625;15.10.2019 14:18:39
719646;15.10.2019 15:31:33
719901;15.10.2019 15:46:01
719974;15.10.2019 22:02:19
719979;15.10.2019 23:31:59
720083;16.10.2019 09:34:23
720127;16.10.2019 14:24:05
720153;16.10.2019 18:08:41
720230;17.10.2019 09:13:20
720377;18.10.2019 06:26:25
720422;18.10.2019 11:17:49
720421;18.10.2019 11:17:10
722523;29.10.2019 10:12:03
722799;30.10.2019 11:23:56
722818;30.10.2019 12:07:30
722837;30.10.2019 14:08:25
722838;30.10.2019 14:11:29
722844;30.10.2019 14:47:25
722851;30.10.2019 15:15:20
722855;30.10.2019 15:32:47
722856;30.10.2019 15:49:21
722857;30.10.2019 15:52:30
722861;30.10.2019 16:15:23
722867;30.10.2019 16:36:53
722871;30.10.2019 17:03:57
706326;11.09.2019 10:57:50
706538;13.09.2019 17:11:11
706578;14.09.2019 10:29:48
706649;15.09.2019 12:41:55
706678;15.09.2019 22:11:44
706681;15.09.2019 23:59:16
706703;16.09.2019 08:27:00
706743;16.09.2019 11:28:30
706810;16.09.2019 16:09:44
706853;16.09.2019 22:29:26
706971;17.09.2019 15:28:13
706972;17.09.2019 15:30:22
707008;17.09.2019 17:45:18
707010;17.09.2019 18:00:44
716295;23.09.2019 15:22:13
716323;23.09.2019 16:56:57
716330;23.09.2019 17:24:57
716332;23.09.2019 17:31:14
716409;24.09.2019 07:17:10
716447;24.09.2019 11:06:13
716474;24.09.2019 13:32:26
716482;24.09.2019 14:12:48
716499;24.09.2019 15:44:13
716554;24.09.2019 20:48:57
716648;25.09.2019 11:45:51
716751;25.09.2019 18:24:45
716917;26.09.2019 19:53:24
716929;27.09.2019 00:51:40
716940;27.09.2019 03:23:22
716975;27.09.2019 08:51:13
716979;27.09.2019 09:52:13
716997;27.09.2019 11:44:52
717011;27.09.2019 13:00:27
717135;29.09.2019 01:23:22
722597;29.10.2019 18:16:14
722735;30.10.2019 06:59:02
722498;29.10.2019 08:13:51
722511;29.10.2019 08:51:32
722547;29.10.2019 11:43:27
705838;05.09.2019 13:22:51
721867;25.10.2019 11:18:18
721911;25.10.2019 12:46:22
721987;25.10.2019 21:45:21
705343;30.08.2019 17:34:43
705345;30.08.2019 17:35:58
705347;30.08.2019 17:48:49
721341;23.10.2019 12:06:04
721343;23.10.2019 12:10:54
721398;23.10.2019 15:46:12
721401;23.10.2019 15:49:04
721404;23.10.2019 15:53:34
721405;23.10.2019 15:54:24
721407;23.10.2019 15:56:01
721416;23.10.2019 17:06:40
721426;23.10.2019 18:07:55
723450;02.11.2019 10:02:07
721497;24.10.2019 02:09:46
721564;24.10.2019 10:50:10
721558;24.10.2019 10:39:40
721593;24.10.2019 12:44:43
721599;24.10.2019 13:29:08
707968;23.09.2019 09:32:29
707975;23.09.2019 09:53:51
707984;23.09.2019 10:41:45
707985;23.09.2019 10:42:20
707092;18.09.2019 10:09:30
707119;18.09.2019 12:13:37
707128;18.09.2019 12:31:41
707138;18.09.2019 13:27:54
707143;18.09.2019 13:57:01
707145;18.09.2019 14:06:56
707182;18.09.2019 17:14:58
707263;19.09.2019 10:09:50
707268;19.09.2019 10:33:57
717159;29.09.2019 12:04:28
717165;29.09.2019 15:35:23
717183;29.09.2019 18:51:02
717200;30.09.2019 00:29:45
717243;30.09.2019 10:21:13
717250;30.09.2019 11:02:59
717332;30.09.2019 19:54:30
717356;01.10.2019 01:04:20
717403;01.10.2019 08:45:16
717440;01.10.2019 10:11:16
717480;01.10.2019 12:57:00
717492;01.10.2019 13:14:34
717609;01.10.2019 20:06:57
717671;02.10.2019 09:11:31
717750;02.10.2019 15:28:22
717762;02.10.2019 16:27:31
717774;02.10.2019 17:34:26
717802;02.10.2019 22:13:47
723316;01.11.2019 11:30:03
721860;25.10.2019 10:46:17
721870;25.10.2019 11:22:20
721891;25.10.2019 12:26:40
723386;01.11.2019 16:56:55
723394;01.11.2019 18:03:20
723465;02.11.2019 16:31:27
723472;02.11.2019 19:55:19
723489;03.11.2019 05:11:09
722720;29.10.2019 23:38:02
722809;30.10.2019 11:41:42
722828;30.10.2019 13:17:00
722830;30.10.2019 13:21:19
722832;30.10.2019 13:28:26
722836;30.10.2019 13:55:55
722889;30.10.2019 20:57:14
705959;06.09.2019 17:26:24
705960;06.09.2019 17:28:34
718977;11.10.2019 14:55:04
719018;11.10.2019 18:33:55
719054;12.10.2019 12:29:59
719064;12.10.2019 15:32:08
719069;12.10.2019 16:25:05
719119;13.10.2019 12:43:41
719139;13.10.2019 14:51:09
719160;13.10.2019 18:02:20
719166;13.10.2019 18:20:44
719399;14.10.2019 10:48:22
719416;14.10.2019 13:03:08
719466;14.10.2019 16:53:22
719471;14.10.2019 17:24:29
719505;15.10.2019 03:15:34
719608;15.10.2019 12:35:34
722140;27.10.2019 22:31:01
722159;28.10.2019 04:10:10
722168;28.10.2019 07:13:25
722176;28.10.2019 08:14:42
722183;28.10.2019 08:23:19
722187;28.10.2019 08:44:29
722192;28.10.2019 09:14:25
722085;27.10.2019 07:24:21
722105;27.10.2019 12:27:30
722107;27.10.2019 13:01:13
722167;28.10.2019 07:06:41
722208;28.10.2019 10:20:38
722209;28.10.2019 10:34:30
722516;29.10.2019 09:12:21
722721;29.10.2019 23:41:23
722723;30.10.2019 00:40:15
722726;30.10.2019 04:13:08
707543;19.09.2019 12:08:17
717807;03.10.2019 00:07:14
717808;03.10.2019 00:08:40
722268;28.10.2019 11:19:38
721916;25.10.2019 13:22:18
722015;26.10.2019 05:13:24
722076;27.10.2019 01:24:09
722106;27.10.2019 12:28:54
722109;27.10.2019 13:50:26
722118;27.10.2019 16:25:54
722147;28.10.2019 00:30:52
722165;28.10.2019 05:57:41
722282;28.10.2019 11:53:26
722323;28.10.2019 13:59:42
722355;28.10.2019 16:15:53
706142;09.09.2019 16:46:45
706237;10.09.2019 15:26:18
706500;13.09.2019 14:58:26
706502;13.09.2019 15:08:09
706505;13.09.2019 15:11:29
706516;13.09.2019 15:57:25
706550;13.09.2019 18:46:54
706589;14.09.2019 11:25:29
706590;14.09.2019 11:30:35
706661;15.09.2019 16:36:28
706675;15.09.2019 20:30:24
706688;16.09.2019 04:37:45
706720;16.09.2019 09:28:35
706760;16.09.2019 12:31:31
706763;16.09.2019 12:53:08
706769;16.09.2019 13:06:53
706782;16.09.2019 14:21:47
706899;17.09.2019 09:39:43
706906;17.09.2019 10:17:09
709713;23.09.2019 12:22:06
719926;15.10.2019 16:23:31
719969;15.10.2019 21:35:59
720056;16.10.2019 06:47:46
720077;16.10.2019 09:15:18
720085;16.10.2019 09:40:30
720558;18.10.2019 14:40:50
720104;16.10.2019 11:56:13
720119;16.10.2019 13:23:13
720155;16.10.2019 18:25:11
720160;16.10.2019 18:52:21
720234;17.10.2019 09:41:39
720373;18.10.2019 05:35:07
720378;18.10.2019 06:39:37
722264;28.10.2019 10:51:50
722336;28.10.2019 14:48:05
722351;28.10.2019 16:02:04
722396;28.10.2019 20:15:50
722397;28.10.2019 20:52:12
722400;28.10.2019 21:53:52
705744;04.09.2019 13:27:50
705772;04.09.2019 18:27:30
705967;06.09.2019 18:43:20
706159;09.09.2019 17:38:25
706216;10.09.2019 12:08:37
706293;11.09.2019 08:44:52
721686;24.10.2019 17:21:20
721695;24.10.2019 18:22:45
721704;24.10.2019 18:47:51
723585;04.11.2019 14:45:05
722527;29.10.2019 10:18:07
722530;29.10.2019 10:26:15
722535;29.10.2019 10:39:03
722536;29.10.2019 10:47:27
722558;29.10.2019 13:56:19
722559;29.10.2019 14:04:56
722562;29.10.2019 14:09:28
722565;29.10.2019 14:14:55
722572;29.10.2019 14:55:44
722578;29.10.2019 15:25:29
722581;29.10.2019 15:31:58
722584;29.10.2019 15:54:11
722587;29.10.2019 16:04:16
722588;29.10.2019 16:05:04
722618;29.10.2019 18:58:59
707662;19.09.2019 23:07:07
707672;20.09.2019 02:45:39
707721;20.09.2019 12:41:42
707807;21.09.2019 07:19:26
707880;22.09.2019 10:50:31
707882;22.09.2019 11:01:49
707910;22.09.2019 18:47:16
707931;23.09.2019 03:48:10
707993;23.09.2019 11:16:36
707997;23.09.2019 11:50:38
708001;23.09.2019 12:11:06
717917;03.10.2019 15:24:36
706953;17.09.2019 13:01:17
706989;17.09.2019 16:35:06
707227;19.09.2019 02:49:25
722487;29.10.2019 04:52:08
722495;29.10.2019 07:38:10
722532;29.10.2019 10:32:24
722543;29.10.2019 11:30:18
722554;29.10.2019 12:44:14
722563;29.10.2019 14:12:09
706307;11.09.2019 09:11:26
706325;11.09.2019 10:54:47
719939;15.10.2019 17:31:43
721202;22.10.2019 19:08:03
721347;23.10.2019 12:16:40
722741;30.10.2019 08:05:14
717990;04.10.2019 10:30:34
718005;04.10.2019 11:48:50
718012;04.10.2019 12:44:45
718044;04.10.2019 15:24:53
718061;04.10.2019 17:22:09
718070;04.10.2019 19:51:43
718084;05.10.2019 01:34:39
718165;05.10.2019 19:19:56
718318;07.10.2019 13:23:01
718322;07.10.2019 13:34:29
718466;08.10.2019 13:12:45
718487;08.10.2019 14:45:36
718512;08.10.2019 18:21:19
718520;08.10.2019 21:13:46
718524;08.10.2019 22:03:06
718590;09.10.2019 11:46:44
718649;09.10.2019 15:25:35
718658;09.10.2019 16:17:27
718679;09.10.2019 18:38:59
718798;10.10.2019 14:55:50
718804;10.10.2019 15:24:20
722576;29.10.2019 15:17:55
722579;29.10.2019 15:26:18
722580;29.10.2019 15:28:53
722617;29.10.2019 18:56:33
722624;29.10.2019 21:20:51
722626;29.10.2019 21:41:59
706492;13.09.2019 14:28:12
706494;13.09.2019 14:31:34
706519;13.09.2019 15:59:53
706592;14.09.2019 12:34:35
706610;14.09.2019 17:37:38
706714;16.09.2019 09:08:46
706767;16.09.2019 13:00:27
706811;16.09.2019 16:12:52
706832;16.09.2019 17:24:36
706864;17.09.2019 02:13:09
706969;17.09.2019 15:21:48
706982;17.09.2019 16:06:16
707114;18.09.2019 11:55:01
707157;18.09.2019 14:51:06
707174;18.09.2019 16:16:13
707189;18.09.2019 18:33:42
707187;18.09.2019 18:20:09
707200;18.09.2019 21:11:04
707221;19.09.2019 01:15:03
707237;19.09.2019 06:55:36
717598;01.10.2019 18:51:25
717615;01.10.2019 20:56:26
717626;02.10.2019 01:10:32
717674;02.10.2019 09:32:05
723461;02.11.2019 14:40:45
721797;25.10.2019 00:18:05
721861;25.10.2019 10:46:24
721920;25.10.2019 13:55:31
721356;23.10.2019 13:29:22
721414;23.10.2019 16:54:14
721429;23.10.2019 18:41:01
721501;24.10.2019 02:40:48
721552;24.10.2019 09:50:34
721603;24.10.2019 13:37:11
721647;24.10.2019 14:35:58
721655;24.10.2019 14:58:08
721658;24.10.2019 15:03:44
721663;24.10.2019 15:26:10
721676;24.10.2019 16:42:38
718869;10.10.2019 22:38:20
718882;11.10.2019 05:31:57
718883;11.10.2019 06:31:50
718940;11.10.2019 11:00:34
718973;11.10.2019 14:40:31
719052;12.10.2019 11:57:50
719121;13.10.2019 12:48:37
719122;13.10.2019 12:53:00
719140;13.10.2019 15:01:08
719180;13.10.2019 20:52:16
719188;13.10.2019 22:36:58
719414;14.10.2019 12:55:31
719529;15.10.2019 06:59:22
707694;20.09.2019 09:20:36
720573;18.10.2019 15:45:34
720576;18.10.2019 15:57:38
720571;18.10.2019 15:44:49
720611;18.10.2019 19:30:01
720700;19.10.2019 19:13:05
720705;19.10.2019 21:48:47
720753;20.10.2019 22:29:41
720841;21.10.2019 12:10:14
720838;21.10.2019 11:57:37
720842;21.10.2019 12:12:22
720856;21.10.2019 13:19:15
720858;21.10.2019 13:27:52
720859;21.10.2019 13:29:53
720864;21.10.2019 13:47:09
720919;21.10.2019 16:14:46
720966;21.10.2019 20:50:35
721028;22.10.2019 10:34:36
717685;02.10.2019 11:08:04
717864;03.10.2019 11:56:22
717871;03.10.2019 12:54:21
717929;03.10.2019 16:27:54
717988;04.10.2019 10:25:33
717997;04.10.2019 10:58:56
718002;04.10.2019 11:28:54
718016;04.10.2019 13:14:24
718066;04.10.2019 18:18:23
718025;04.10.2019 13:29:02
718210;06.10.2019 12:36:40
718282;07.10.2019 08:58:10
718342;07.10.2019 14:33:09
718442;08.10.2019 09:47:17
721937;25.10.2019 15:33:33
721954;25.10.2019 16:44:50
721862;25.10.2019 10:57:53
721869;25.10.2019 11:22:01
721907;25.10.2019 12:38:35
722765;30.10.2019 09:40:46
722768;30.10.2019 09:50:20
722769;30.10.2019 09:54:32
722775;30.10.2019 10:09:15
722778;30.10.2019 10:30:22
722779;30.10.2019 10:34:21
722874;30.10.2019 17:27:39
722876;30.10.2019 17:32:10
722879;30.10.2019 18:01:23
722880;30.10.2019 18:03:03
722891;30.10.2019 21:18:25
722892;30.10.2019 21:19:59
722893;30.10.2019 21:20:44
722894;30.10.2019 21:30:41
722895;30.10.2019 21:48:07
719943;15.10.2019 18:09:18
720072;16.10.2019 08:34:37
720086;16.10.2019 09:46:20
720094;16.10.2019 10:54:25
720151;16.10.2019 16:58:49
720211;17.10.2019 08:05:46
720212;17.10.2019 08:16:50
720270;17.10.2019 13:52:38
720289;17.10.2019 14:35:19
720464;18.10.2019 11:26:16
720587;18.10.2019 16:32:36
720561;18.10.2019 15:13:30
722520;29.10.2019 09:48:49
722550;29.10.2019 12:18:55
722551;29.10.2019 12:33:26
722782;30.10.2019 10:54:42
722808;30.10.2019 11:40:31
722829;30.10.2019 13:18:34
707754;20.09.2019 17:14:54
707756;20.09.2019 17:40:44
707768;20.09.2019 22:11:55
707779;21.09.2019 00:23:51
707823;21.09.2019 13:04:11
707827;21.09.2019 14:05:30
707902;22.09.2019 16:04:08
707916;22.09.2019 19:48:19
707988;23.09.2019 10:52:15
721059;22.10.2019 13:41:19
721086;22.10.2019 15:33:00
721132;22.10.2019 16:15:24
707542;19.09.2019 12:07:33
707657;19.09.2019 21:21:21
707665;20.09.2019 01:05:46
707687;20.09.2019 08:37:27
707690;20.09.2019 09:09:11
707712;20.09.2019 11:29:09
707747;20.09.2019 15:22:01
707750;20.09.2019 15:40:00
707752;20.09.2019 16:27:08
707770;20.09.2019 22:42:59
707808;21.09.2019 07:34:14
707829;21.09.2019 14:45:14
707877;22.09.2019 08:31:13
718498;08.10.2019 15:48:47
718564;09.10.2019 09:19:40
718575;09.10.2019 10:27:41
718577;09.10.2019 10:40:51
718579;09.10.2019 11:00:27
718600;09.10.2019 12:39:23
718623;09.10.2019 14:00:21
718629;09.10.2019 14:18:11
718633;09.10.2019 14:36:44
718642;09.10.2019 15:04:16
718664;09.10.2019 17:14:55
718668;09.10.2019 17:27:55
718670;09.10.2019 17:45:03
718690;09.10.2019 19:20:46
718694;09.10.2019 19:43:25
718704;09.10.2019 21:01:52
718714;09.10.2019 23:46:51
718749;10.10.2019 10:12:39
718779;10.10.2019 13:22:48
718780;10.10.2019 13:25:35
718782;10.10.2019 13:33:01
718784;10.10.2019 13:39:09
718809;10.10.2019 15:30:36
718866;10.10.2019 20:45:00
718972;11.10.2019 14:05:12
719020;11.10.2019 18:34:18
719021;11.10.2019 18:52:23
722024;26.10.2019 09:52:56
722267;28.10.2019 11:13:13
724631;07.11.2019 19:40:10
724619;07.11.2019 18:17:50
724681;08.11.2019 00:11:33
724698;08.11.2019 02:40:53
720802;21.10.2019 09:12:03
720761;21.10.2019 00:24:42
720801;21.10.2019 09:11:42
720812;21.10.2019 10:09:43
720957;21.10.2019 19:11:08
720958;21.10.2019 19:26:00
721023;22.10.2019 10:10:58
721154;22.10.2019 17:51:47
716667;25.09.2019 12:32:03
716702;25.09.2019 14:05:47
716709;25.09.2019 14:31:56
719016;11.10.2019 18:10:45
719024;11.10.2019 21:04:52
719065;12.10.2019 15:36:38
719105;13.10.2019 10:13:47
719109;13.10.2019 11:38:40
719112;13.10.2019 12:04:13
719130;13.10.2019 13:46:56
719137;13.10.2019 14:48:40
719138;13.10.2019 14:49:21
719163;13.10.2019 18:13:33
719167;13.10.2019 18:27:10
721393;23.10.2019 15:28:22
721419;23.10.2019 17:26:57
721422;23.10.2019 17:39:57
721432;23.10.2019 19:57:57
721434;23.10.2019 20:30:03
721077;22.10.2019 15:14:17
721131;22.10.2019 16:12:15
721309;23.10.2019 10:03:40
721330;23.10.2019 11:05:09
721332;23.10.2019 11:14:31
721354;23.10.2019 13:21:49
721383;23.10.2019 14:59:52
721427;23.10.2019 18:12:07
707744;20.09.2019 14:58:59
707844;21.09.2019 21:36:56
717322;30.09.2019 17:34:14
717349;30.09.2019 22:41:20
717392;01.10.2019 07:19:58
717467;01.10.2019 12:07:14
717471;01.10.2019 12:41:28
717489;01.10.2019 13:13:51
717519;01.10.2019 15:59:38
717540;01.10.2019 17:04:34
717604;01.10.2019 19:28:06
717654;02.10.2019 08:05:00
717703;02.10.2019 12:04:54
717754;02.10.2019 15:36:26
717791;02.10.2019 19:08:14
717839;03.10.2019 09:14:36
717857;03.10.2019 10:39:57
717878;03.10.2019 13:27:27
717927;03.10.2019 16:16:26
717954;04.10.2019 04:24:22
722021;26.10.2019 08:43:41
722022;26.10.2019 09:23:48
722034;26.10.2019 11:49:17
722038;26.10.2019 13:11:55
722041;26.10.2019 13:38:29
722061;26.10.2019 21:00:00
722077;27.10.2019 02:52:48
722090;27.10.2019 08:54:37
722098;27.10.2019 10:35:40
716710;25.09.2019 14:34:05
716715;25.09.2019 14:57:38
716716;25.09.2019 15:02:47
716733;25.09.2019 16:39:51
716748;25.09.2019 17:39:48
716853;26.09.2019 13:00:15
716876;26.09.2019 14:58:52
716894;26.09.2019 16:52:55
716915;26.09.2019 19:51:20
716938;27.09.2019 02:20:50
716958;27.09.2019 08:03:48
721673;24.10.2019 16:35:31
721486;23.10.2019 23:27:46
